Active Ingredient,Drug Class,SMILES,# Atoms,Length,ERROR_STATUS,smiles,LogS,LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonGenotoxic_Carcinogenicity,LD50_oral,Genotoxic_Carcinogenicity_Mutagenicity,SureChEMBL,NonBiodegradable,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle
PROBUCOL,,CC(C)(C)c1cc(SC(C)(C)Sc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,35,69,SUCCESS,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-5.301,5.016,8.309,0.403,0.002,1,1,0.998,-6.044,4.33E-06,0.053,103.35%,8.43,3.74%,0.153,0.858,0.611,0.848,0.118,0.884,0.526,0.907,0.371,0.904,4.533,0.011,0.003,0.05,0.09,0.001,0.073,0.955,0.796,0.012,0.004,0.927,0.711,3.148,5.845,7.007,6.273,0,0.003,0,0.518,0.148,0.04,0.886,0.432,0,0.917,0.982,0.022,516.31,566.399,0.912,2,2,40.46,8,2,6,4,0,12,0.667,0,0,0,0,2,1,0,0,2,0.313,2.8,0.613,29,0.172,4,1,0,0,Rejected,Rejected,Rejected,Rejected
SUFENTANIL CITRATE,,CCC(=O)N(c1ccccc1)C2(CCN(CCc3sccc3)CC2)COC.OC(=O)CC(O)(CC(O)=O)C(O)=O,40,69,SUCCESS,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-3.795,3.388,3.75,0.998,0.041,0.007,0.009,0.012,-4.656,4.88E-05,0.997,93.02%,1.235,5.31%,0.066,0.539,0.08,0.916,0.031,0.041,0.933,0.78,0.092,0.913,7.005,0.045,0.839,0.889,0.049,0.015,0.513,0.912,0.363,0.471,0.003,0.012,0.941,0.54,2.053,3.233,3.38,0.503,0.297,0.014,0.021,0.23,0.03,0.004,0.836,0.005,0.052,0.123,0.117,386.2,405.663,0.952,4,0,32.78,9,3,6,5,0,18,0.5,0,0,0,1,0,2,1,0,2,0.681,2.656,0.5,39.152,-1.175,1,0,0,0,Accepted,Rejected,Accepted,Accepted
SULFOXONE SODIUM,,[Na+].[Na+].[O-][S](=O)CNc1ccc(cc1)[S](=O)(=O)c2ccc(NC[S]([O-])=O)cc2,27,69,SUCCESS,O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1,-2.862,-1.018,-0.329,0.997,0.518,0.011,0.012,0.017,-5.56,0.000113,0.004,97.86%,0.352,1.77%,0.013,0.095,0.051,0.069,0.078,0.914,0.012,0.37,0.034,0.027,1.363,0.105,0.018,0.971,0.982,0.566,0.277,0.167,0.439,0.968,0.003,0.053,0.034,-0.044,3.282,3.657,5.374,0.029,0.006,0.051,0.002,0.798,0.006,0.003,0.366,0.004,0.001,0.017,0.003,402,345.394,1.164,8,2,138.46,8,2,6,11,-2,16,0.5,2,0,0,1,0,0,2,1,2,0.624,3.949,0.143,30,-0.793,4,0,0,0,Accepted,Accepted,Rejected,Accepted
LOPERAMIDE HYDROCHLORIDE,,[H+].[Cl-].CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,36,69,SUCCESS,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,-4.372,3.9,4.058,0.999,0.999,0.004,0.04,0.001,-5.132,1.10E-05,0.995,89.84%,2.283,6.82%,0.027,0.751,0.18,0.984,0.067,0.02,0.991,0.858,0.057,0.93,8.11,0.011,0.975,0.371,0.021,0.018,0.969,0.92,0.069,0.054,0.003,0.008,0.978,1.101,3.54,4.076,3.581,0.324,0.674,0.578,0.031,0.597,0.018,0.036,0.488,0.011,0.004,0.577,0.864,476.22,504.335,0.944,4,1,43.78,8,4,6,5,0,25,0.32,0,1,0,0,0,2,0,1,0,0.516,2.549,0.345,56.41,-0.357,0,0,0,0,Accepted,Rejected,Rejected,Accepted
LONAFARNIB,,NC(=O)N1CCC(CC1)CC(=O)N2CCC(CC2)[C@H]3c4ncc(Br)cc4CCc5cc(Cl)cc(Br)c35,36,69,SUCCESS,NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,-5.741,3.713,5.7,0.998,0.001,0.003,0.001,0.003,-5.285,1.68E-05,0.905,97.43%,1.103,2.18%,0.07,0.894,0.722,0.624,0.739,0.181,0.734,0.727,0.595,0.49,2.738,0.013,0.845,0.727,0.828,0.002,0.992,0.942,0.08,0.026,0.003,0.006,0.04,2.815,4.979,5.507,6.433,0.515,0.006,0.424,0.496,0.417,0.597,0.254,0.564,0.007,0.371,0.584,0.541,636.05,527.02,1.207,6,2,79.53,5,5,15,9,0,31,0.161,1,0,0,0,0,2,0,1,0,0.454,3.428,0.519,105.39,-0.494,1,0,0,0,Rejected,Accepted,Rejected,Rejected
AZATADINE MALEATE,,CN1CCC(CC1)=C2c3ccccc3CCc4cccnc24.OC(=O)\C=C/C(O)=O.OC(=O)\C=C/C(O)=O,38,69,SUCCESS,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,-3.523,2.796,3.781,0.999,0.993,0.006,0.012,0.008,-5.139,2.04E-05,0.994,81.63%,3.434,9.72%,0.282,0.925,0.114,0.962,0.032,0.229,0.98,0.887,0.142,0.818,7.155,0.034,0.899,0.705,0.066,0.075,0.714,0.961,0.745,0.1,0.003,0.008,0.564,1.296,3.142,3.875,4.883,0.069,0.012,0.064,0.029,0.146,0.011,0.006,0.042,0.009,0.022,0.018,0.046,290.18,323.789,0.896,2,0,16.13,0,4,15,2,0,24,0,0,0,0,0,0,1,0,1,0,0.735,2.393,0.35,46.444,-0.224,0,0,0,0,Accepted,Rejected,Accepted,Accepted
CHOLECALCIFEROL,,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C3/C[C@@H](O)CCC3=C,28,69,SUCCESS,C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,-6.579,6.133,6.736,0.526,0.004,0.002,0.025,0.015,-4.979,4.44E-05,0.016,87.77%,1.487,0.77%,0.149,0.405,0.313,0.469,0.345,0.363,0.176,0.23,0.644,0.406,4.138,0.074,0.093,0.105,0.032,0.006,0.05,0.942,0.94,0.014,0.006,0.092,0.792,3.07,5.233,5.865,5.942,0.016,0.008,0.079,0.081,0.081,0.024,0.075,0.94,0.005,0.948,0.799,0.916,384.34,450.76,0.853,1,1,20.23,6,3,9,1,0,19,0.316,5,0,0,0,1,0,0,1,0,0.499,4.256,0.778,50,2.516,0,0,0,0,Accepted,Rejected,Rejected,Rejected
RALTEGRAVIR POTASSIUM,,[K+].CN1[C-](N=C(C(=O)NCc2ccc(F)cc2)C(=O)C1=O)C(C)(C)NC(=O)c3oc(C)nn3,33,69,SUCCESS,Cc1nnc(C(=O)NC(C)(C)[c-]2nc(C(=O)NCc3ccc(F)cc3)c(=O)c(=O)n2C)o1,-3.082,0.194,0.003,0.01,0.781,0.006,0.001,0.012,-4.936,1.39E-05,0.015,82.86%,1.093,15.43%,0.062,0.822,0.174,0.056,0.046,0.269,0.008,0.177,0.018,0.163,0.989,0.412,0.032,0.619,0.323,0.013,0.424,0.173,0.045,0.033,0.003,0.016,0.074,0.43,2.052,2.334,4.438,0.001,0.002,0.066,0.006,0.125,0.012,0.015,0.728,0.008,0.009,0.048,0.006,443.15,417.123,1.062,11,2,149.08,8,3,6,12,-1,21,0.381,0,1,0,0,0,1,1,1,0,0.408,3.478,0.3,23,-1.197,0,0,0,0,Accepted,Accepted,Rejected,Accepted
TESTOSTERONE ENANTHATE,,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,29,69,SUCCESS,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,-5.671,4.695,6.192,0.906,0.001,0.006,0.993,0.988,-4.718,1.71E-05,0.769,94.53%,0.657,1.46%,0.229,0.138,0.259,0.57,0.454,0.431,0.032,0.167,0.89,0.317,11.283,0.586,0.931,0.091,0.839,0.021,0.04,0.818,0.961,0.478,0.809,0.241,0.958,0.571,4.452,4.899,4.575,0.981,0.965,0.006,0.353,0.978,0.931,0.944,0.75,0.012,0.199,0.765,0.456,400.3,442.488,0.905,3,0,43.37,7,4,17,3,0,22,0.318,6,0,0,0,0,1,1,1,0,0.294,4.068,0.846,64.583,2.173,0,0,0,0,Accepted,Rejected,Rejected,Accepted
ETONOGESTREL,,CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,24,69,SUCCESS,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3C(=C)C[C@@]21CC,-4.544,2.968,3.722,0.001,0,0.004,0.998,0.979,-4.6,2.64E-05,0.896,54.89%,0.932,4.63%,0.508,0.849,0.596,0.813,0.156,0.072,0.068,0.039,0.905,0.826,3.996,0.09,0.05,0.41,0.181,0.011,0.943,0.952,0.221,0.966,0.019,0.068,0.987,0.272,2.37,2.999,4.056,0.989,0.983,0.016,0.474,0.982,0.953,0.014,0.708,0.014,0.015,0.829,0.801,324.21,359.24,0.902,2,1,37.3,1,4,17,2,0,23,0.043,6,0,0,0,1,1,1,2,0,0.583,4.994,0.682,67.568,2.015,0,0,0,0,Accepted,Rejected,Accepted,Accepted
DILTIAZEM HYDROCHLORIDE,,[Cl-].COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O.[H+],31,68,SUCCESS,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,-4.279,2.635,2.745,0.99,0.952,0.007,0.508,0.2,-4.764,2.52E-05,0.959,87.44%,3.012,19.13%,0.106,0.583,0.374,0.966,0.081,0.717,0.249,0.902,0.859,0.914,11.44,0.051,0.476,0.878,0.961,0.83,0.305,0.203,0.161,0.141,0.003,0.009,0.796,1.438,4.548,6.56,6.583,0.083,0.014,0.023,0.019,0.103,0.007,0.009,0.201,0.013,0.004,0.063,0.283,414.16,417.971,0.991,6,0,59.08,7,3,11,7,0,20,0.35,2,0,0,1,0,1,4,0,2,0.676,3.142,0.364,59.533,-0.131,3,0,0,0,Accepted,Accepted,Rejected,Accepted
CEFPROZIL,,O.C/C=C/C1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(O)=O,28,68,SUCCESS,CC=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,-1.807,-0.039,0.783,0,0.745,0.025,0.001,0.001,-6.218,1.34E-06,0.017,43.95%,0.178,58.35%,0.01,0.04,0.044,0.057,0.232,0.836,0.013,0.164,0.041,0.265,2.096,0.927,0.063,0.298,0.972,0.01,0.233,0.006,0.557,0.194,0.003,0.011,0.037,0.164,2.81,4.046,4.313,0.031,0.38,0.229,0.263,0.148,0.016,0.437,0.788,0.009,0.634,0.176,0.584,389.1,368.574,1.056,8,5,132.96,6,3,8,9,0,19,0.316,3,0,0,0,0,0,5,2,3,0.545,3.695,0.278,65.217,0.67,3,1,0,0,Accepted,Accepted,Accepted,Accepted
ESTRADIOL CYPIONATE,,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2OC(=O)CCC5CCCC5,29,68,SUCCESS,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,-6.218,4.93,7.108,0.949,0.04,0.003,0.999,0.992,-4.851,2.85E-05,0.13,95.72%,1.37,1.40%,0.339,0.312,0.486,0.622,0.466,0.951,0.464,0.856,0.896,0.506,14.559,0.093,0.988,0.308,0.809,0.036,0.2,0.904,0.971,0.233,0.011,0.057,0.947,2.462,4.976,5.269,5.622,0.987,0.955,0.017,0.339,0.993,0.995,0.441,0.809,0.015,0.195,0.978,0.672,396.27,431.295,0.919,3,1,46.53,5,5,17,3,0,26,0.192,5,0,0,0,0,0,0,0,1,0.623,3.764,0.731,100.2,1.59,0,0,0,0,Accepted,Rejected,Rejected,Accepted
FLUPHENAZINE HYDROCHLORIDE,,[H+].[H+].[Cl-].[Cl-].OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,34,68,SUCCESS,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.697,3.901,4.381,0.997,0.998,0.004,0.978,0.964,-4.912,1.30E-05,0.998,91.52%,2.792,5.45%,0.53,0.722,0.179,0.954,0.013,0.326,0.982,0.929,0.154,0.886,13.592,0.006,0.987,0.652,0.427,0.023,0.747,0.907,0.441,0.128,0.003,0.009,0.975,1.064,3.584,5.032,4.88,0.726,0.032,0.24,0.426,0.214,0.009,0.006,0.638,0.015,0.065,0.041,0.758,437.17,417.516,1.047,4,1,29.95,7,4,14,8,0,22,0.318,0,0,1,1,0,1,0,2,1,0.728,2.42,0.455,51.75,-1.282,1,0,0,0,Accepted,Rejected,Rejected,Accepted
NORELGESTROMIN,,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(/CC[C@H]34)=N/O)[C@@H]1CC[C@@]2(O)C#C,24,68,SUCCESS,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC,-4.865,3.51,3.702,0.001,0.002,0.028,0.007,0.01,-4.802,2.13E-05,0.069,93.70%,1.276,1.07%,0.73,0.721,0.838,0.757,0.664,0.104,0.152,0.039,0.929,0.922,0.645,0.244,0.059,0.658,0.03,0.024,0.804,0.944,0.879,0.96,0.013,0.135,0.976,0.545,2.408,3.237,3.796,0.998,0.992,0.006,0.875,0.994,0.99,0.002,0.949,0.008,0.033,0.856,0.643,327.22,355.578,0.92,3,2,52.82,1,4,17,3,0,22,0.045,6,0,0,2,3,0,0,0,2,0.432,4.815,0.762,66.162,1.547,0,1,0,0,Accepted,Rejected,Accepted,Accepted
AMLODIPINE BESYLATE,,CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C.O[S](=O)(=O)c3ccccc3,38,68,SUCCESS,CCOC(=O)C1=C(COCCN)N=C(C)C(C(=O)OC)C1c1ccccc1Cl,-2.754,2.445,2.104,0.501,0.185,0.002,0.015,0.004,-4.914,0.000116,0.383,48.75%,1.071,42.93%,0.438,0.248,0.523,0.832,0.21,0.029,0.017,0.15,0.896,0.857,6.895,0.264,0.096,0.62,0.811,0.036,0.551,0.912,0.45,0.107,0.003,0.009,0.917,0.501,3.593,4.825,5.068,0.007,0.823,0.857,0.861,0.059,0.734,0.645,0.698,0.76,0.91,0.806,0.897,408.15,400.064,1.02,7,2,100.21,10,2,6,8,0,14,0.714,2,1,0,2,0,2,3,4,1,0.524,3.354,0.45,47.069,-0.736,1,0,0,0,Accepted,Accepted,Rejected,Accepted
SAPROPTERIN DIHYDROCHLORIDE,,[Cl-].[Cl-].C[C@H](O)[C@H](O)[C@H]1CNC2=C(N1)C(=O)N=C(N)N2.[H+].[H+],21,68,SUCCESS,CC(O)C(O)C1CNc2[nH]c(=N)[nH]c(=O)c2N1,-2.643,-0.85,-2.252,0,0.991,0.894,0.036,0.032,-6.025,9.44E-05,0.879,18.73%,0.592,71.39%,0.005,0.113,0.076,0.035,0.015,0.011,0,0.086,0.004,0.083,3.751,0.857,0.037,0.97,0.912,0.052,0.563,0.038,0.033,0.672,0.003,0.017,0.964,-0.108,1.737,3.116,5.033,0.006,0.002,0.047,0.002,0.064,0.007,0.003,0.039,0.012,0.002,0.006,0.007,241.12,220.553,1.093,8,7,137.02,2,2,10,8,0,13,0.154,3,0,0,1,0,0,3,0,0,0.325,4.779,0.556,42.714,1.203,0,0,0,0,Accepted,Accepted,Accepted,Accepted
ORLISTAT,,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,35,68,SUCCESS,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,-6.355,4.727,8.566,0.126,0.008,0.003,0.999,0.997,-4.829,2.06E-05,0.036,97.12%,1.436,2.78%,0.069,0.124,0.516,0.066,0.441,0.98,0.166,0.065,0.92,0.197,4.134,0.015,0.406,0.64,0.897,0.04,0.01,0.449,0.949,0.056,0.004,0.024,0.873,1.03,5.579,4.15,5.847,0.796,0.01,0.004,0.134,0.344,0.113,0.945,0.217,0.003,0.04,0.393,0.215,495.39,548.622,0.903,6,1,81.7,24,1,4,6,0,7,3.429,4,1,0,4,2,0,2,2,3,0.095,3.931,0.897,20.727,1.184,2,2,0,0,Accepted,Accepted,Rejected,Accepted
GADODIAMIDE,,O.[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O,31,68,SUCCESS,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-],-0.722,-2.943,-4.544,0,0.006,1,0.995,0.991,-6.148,7.44E-05,0.065,12.67%,0.398,82.28%,0.001,0.027,0.022,0.047,0.125,0.941,0.001,0.113,0.004,0.035,0.62,0.645,0.011,0.181,0.007,0.03,0.104,0.008,0.445,0.442,0.003,0.074,0.016,-0.442,2.957,4.031,3.134,0.029,0.003,0.002,0,0.436,0.322,0.001,0.099,0.002,0.018,0.004,0.229,416.18,393.461,1.058,13,2,188.31,18,0,0,13,-3,5,3.6,0,0,0,0,0,1,0,0,1,0.243,3.622,0.688,0,-0.692,0,1,0,0,Accepted,Accepted,Rejected,Rejected
IVABRADINE HYDROCHLORIDE,,[Cl-].COc1cc2CCN(CCCN(C)C[C@H]3Cc4cc(OC)c(OC)cc34)C(=O)Cc2cc1OC.[H+],36,68,SUCCESS,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,-3.023,2.834,2.62,0.358,0.949,0.003,0.977,0.475,-5.22,1.26E-05,0.823,69.68%,1.769,25.90%,0.02,0.906,0.042,0.963,0.012,0.442,0.036,0.923,0.21,0.937,10.662,0.701,0.857,0.766,0.902,0.021,0.299,0.942,0.683,0.05,0.003,0.008,0.955,1.549,2.971,4.503,6.168,0.524,0.048,0.405,0.237,0.177,0.176,0.012,0.371,0.251,0.019,0.046,0.27,468.26,488.812,0.958,7,0,60.47,10,4,11,7,0,22,0.455,1,0,0,0,0,1,1,0,0,0.533,3.121,0.519,77.854,-0.238,0,0,0,0,Accepted,Accepted,Rejected,Accepted
TOBRAMYCIN SULFATE,,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O.O[S](O)(=O)=O,37,68,SUCCESS,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,0.286,-3.923,-4.419,0.002,0.284,0.998,0.996,1,-6.313,0.000774,0.447,9.13%,0.312,84.64%,0.001,0.003,0.006,0.057,0.001,0.015,0.001,0.23,0.003,0.073,1.007,0.384,0.153,0.195,0.015,0.237,0.075,0.145,0.053,0.055,0.003,0.003,0.284,0.171,3.04,2.19,4.39,0.097,0.002,0.003,0.002,0.557,0.178,0.005,0.035,0.059,0.002,0.009,0.004,467.26,428.311,1.091,14,15,268.17,6,3,6,14,0,18,0.333,14,0,0,0,0,1,2,0,0,0.174,5.144,1,66.444,1.433,0,1,0,0,Rejected,Accepted,Rejected,Rejected
CEPHAPIRIN SODIUM,,[Na+].CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CSc3ccncc3)C2=O)C([O-])=O,29,68,SUCCESS,CC(=O)OC=C1CSC2C(NC(=O)CSc3ccncc3)C(=O)N2C1C(=O)[O-],-1.659,-1.601,-0.907,0.001,0.281,0.015,0.023,0.004,-5.561,2.67E-06,0.038,34.08%,0.36,68.33%,0.01,0.051,0.08,0.058,0.518,0.069,0.029,0.048,0.43,0.352,1.824,0.936,0.048,0.168,0.96,0.051,0.175,0.013,0.774,0.358,0.003,0.015,0.745,0.006,3.741,4.555,5.281,0.004,0.001,0.024,0.004,0.066,0.006,0.007,0.322,0.003,0.015,0.01,0.053,422.05,377.259,1.119,9,1,128.73,8,3,8,11,-1,20,0.4,3,0,0,0,0,1,4,0,2,0.269,4.368,0.353,63.609,-0.124,3,1,0,0,Accepted,Accepted,Rejected,Accepted
OXYCODONE HYDROCHLORIDE,,[Cl-].COc1ccc2C[C@H]3N(C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O.[H+],25,68,SUCCESS,COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,-2.105,0.573,1.291,0.004,0.987,0.006,0.004,0.994,-5.039,1.74E-05,0.994,32.99%,3.2,65.56%,0.052,0.637,0.025,0.919,0.017,0.198,0.087,0.897,0.039,0.839,6.437,0.684,0.303,0.438,0.046,0.104,0.952,0.922,0.396,0.962,0.003,0.009,0.925,0.686,2.024,2.704,3.673,0.04,0.052,0.151,0.29,0.099,0.009,0.012,0.09,0.18,0.016,0.039,0.853,315.15,312.714,1.008,5,1,59,1,5,0,5,0,23,0.043,4,1,0,3,0,1,2,0,0,0.839,4.98,0.611,134,1.91,0,0,0,0,Accepted,Accepted,Accepted,Accepted
TERCONAZOLE,,CC(C)N1CCN(CC1)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c5ccc(Cl)cc5Cl)cc2,36,68,SUCCESS,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,-4.905,4.131,4.692,0.999,0.997,0.002,0.005,0.005,-4.832,2.89E-05,0.028,95.28%,2.045,1.76%,0.267,0.541,0.643,0.862,0.526,0.408,0.801,0.885,0.947,0.924,10.722,0.142,0.941,0.241,0.981,0.952,0.801,0.136,0.928,0.822,0.003,0.01,0.049,2.15,4.198,5.656,3.743,0.001,0.007,0.95,0.972,0.14,0.013,0.006,0.898,0.089,0.712,0.455,0.798,531.18,506.155,1.049,8,0,64.88,8,5,6,10,0,28,0.286,2,0,1,1,0,2,1,1,2,0.425,3.494,0.462,94.316,-0.846,3,0,0,1,Accepted,Rejected,Rejected,Rejected
ZOLPIDEM TARTRATE,,CN(C)C(=O)Cc1n2cc(C)ccc2nc1c3ccc(C)cc3.O[C@H]([C@@H](O)C(O)=O)C(O)=O,33,68,SUCCESS,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,-2.627,3.162,2.891,0.992,0.013,0.007,0.001,0.002,-4.623,3.11E-05,0.964,91.57%,0.548,4.71%,0.842,0.939,0.875,0.897,0.662,0.578,0.032,0.836,0.425,0.788,11.459,0.737,0.085,0.837,0.774,0.777,0.068,0.094,0.073,0.859,0.003,0.014,0.351,1.412,3.061,4.333,3.898,0.057,0.009,0.082,0.018,0.297,0.016,0.665,0.171,0.011,0.004,0.059,0.005,307.17,332.2,0.925,4,0,37.61,4,3,9,4,0,17,0.235,0,0,0,0,0,2,0,0,1,0.745,2.252,0.263,18,-1.867,0,0,0,0,Accepted,Accepted,Accepted,Accepted
BEPOTASTINE BESILATE,,OC(=O)CCCN1CCC(CC1)O[C@H](c2ccc(Cl)cc2)c3ccccn3.O[S](=O)(=O)c4ccccc4,37,68,SUCCESS,O=C(O)CCCN1CCC(O[C@H](c2ccc(Cl)cc2)c2ccccn2)CC1,-3.463,2.472,3.079,0.007,0.006,0.005,0.36,0.955,-5.697,1.47E-05,0.952,79.97%,2.94,17.10%,0.038,0.151,0.045,0.549,0.015,0.073,0.794,0.621,0.004,0.383,1.425,0.226,0.84,0.566,0.022,0.008,0.444,0.837,0.262,0.041,0.003,0.012,0.954,0.312,2.878,3.674,3.734,0.37,0.02,0.028,0.06,0.256,0.006,0.8,0.28,0.012,0.018,0.022,0.176,388.16,391.223,0.992,5,1,62.66,8,3,6,6,0,19,0.421,1,1,0,0,0,3,0,1,0,0.735,2.735,0.429,53.333,-0.967,0,0,0,0,Accepted,Rejected,Accepted,Accepted
PAZOPANIB HYDROCHLORIDE,,[H+].[Cl-].Cn1nc2cc(ccc2c1C)N(C)c3ccnc(Nc4ccc(C)c(c4)[S](N)(=O)=O)n3,33,68,SUCCESS,Cc1ccc(N=c2nc(N(C)c3ccc4c(C)n(C)nc4c3)cc[nH]2)cc1S(N)(=O)=O,-4.167,3.061,3.303,0.019,0.608,0.015,0.004,0.004,-5.501,3.05E-06,0.202,94.34%,0.919,3.76%,0.572,0.927,0.067,0.094,0.164,0.09,0.245,0.236,0.323,0.892,2.727,0.34,0.413,0.991,0.994,0.883,0.49,0.975,0.034,0.89,0.003,0.015,0.892,0.824,4.577,4.441,5.306,0.023,0.013,0.459,0.096,0.495,0.011,0.004,0.776,0.022,0.003,0.677,0.65,437.16,424.249,1.03,9,3,122.26,4,4,9,10,0,25,0.16,0,0,0,1,0,1,0,0,1,0.508,3.299,0.19,26,-1.376,2,0,0,0,Accepted,Accepted,Rejected,Accepted
SITAGLIPTIN,,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F.O[P](O)(O)=O,33,67,SUCCESS,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,-0.783,1.932,0.694,0.002,0.16,0.006,0.001,0.002,-4.848,1.68E-05,0.029,36.08%,2.973,65.01%,0.07,0.089,0.15,0.695,0.196,0.148,0.077,0.285,0.288,0.445,5.894,0.36,0.188,0.959,0.122,0.713,0.402,0.913,0.152,0.676,0.003,0.006,0.835,1.05,2.055,2.704,7.087,0.619,0.03,0.062,0.113,0.254,0.022,0.074,0.673,0.003,0.01,0.022,0.015,407.12,343.983,1.184,6,2,77.04,6,3,9,12,0,17,0.353,1,0,0,0,1,2,1,3,0,0.622,3.251,0.438,71.739,-1.404,0,0,0,0,Accepted,Accepted,Rejected,Accepted
